date,BTC,LTC,DASH,XLM,XMR,XRP
2016-08-25,577.96,3.79,12.4,0.0018739999999999998,4.15,0.006079
2016-08-26,579.37,3.81,12.55,0.001888,4.18,0.00603
2016-08-27,570.35,3.74,12.57,0.0018620000000000002,5.3,0.005975
2016-08-28,574.98,3.73,12.1,0.001808,9.51,0.005963
2016-08-29,574.23,3.77,11.7,0.00183,8.5,0.006131
2016-08-30,577.32,3.8,11.71,0.00185,8.49,0.006026
2016-08-31,573.88,3.79,11.59,0.001906,8.58,0.006012
2016-09-01,571.99,3.82,11.29,0.001887,8.0,0.005984000000000001
2016-09-02,575.29,3.81,11.4,0.0018850000000000002,10.21,0.0059700000000000005
2016-09-03,598.84,3.9,11.15,0.001902,10.59,0.005964
2016-09-04,609.55,4.01,11.44,0.001934,13.39,0.005954
2016-09-05,605.76,3.96,11.26,0.001912,13.96,0.005932
2016-09-06,610.44,3.95,10.95,0.001925,12.46,0.005912
2016-09-07,613.21,3.95,11.08,0.001925,11.83,0.0058920000000000005
2016-09-08,625.57,3.97,11.32,0.0019309999999999998,12.74,0.005902
2016-09-09,623.16,3.96,11.23,0.00202,12.43,0.005869
2016-09-10,624.52,3.96,11.12,0.002032,12.23,0.00587
2016-09-11,605.61,3.85,11.25,0.001966,10.69,0.005842
2016-09-12,607.98,3.81,12.2,0.0019399999999999999,10.03,0.0058969999999999995
2016-09-13,608.61,3.81,12.3,0.0019510000000000005,10.88,0.005886
2016-09-14,609.54,3.82,12.75,0.001963,10.51,0.005961
2016-09-15,608.11,3.8,12.3,0.0023190000000000003,9.41,0.008303
2016-09-16,607.78,3.82,11.9,0.002082,8.91,0.007445999999999999
2016-09-17,607.08,3.8,11.82,0.0021620000000000003,9.68,0.007018000000000001
2016-09-18,610.7,3.83,11.79,0.00209,9.45,0.006853
2016-09-19,609.85,3.82,11.6,0.002127,10.56,0.0068579999999999995
2016-09-20,609.24,3.83,11.4,0.002052,11.15,0.006784999999999999
2016-09-21,597.16,3.77,11.58,0.002085,9.92,0.006829000000000001
2016-09-22,595.63,3.76,11.58,0.0021379999999999997,10.16,0.006843000000000001
2016-09-23,602.92,3.81,11.59,0.0020829999999999998,10.77,0.007210999999999999
2016-09-24,602.59,3.8,11.45,0.002219,10.63,0.0073620000000000005
2016-09-25,601.49,3.8,11.54,0.002454,10.24,0.007855
2016-09-26,606.54,3.85,11.58,0.002385,9.4,0.007963
2016-09-27,605.47,3.84,11.7,0.002549,9.31,0.008229
2016-09-28,604.67,3.83,11.61,0.003149,9.4,0.009048
2016-09-29,604.7,3.84,11.81,0.003066,8.71,0.008914
2016-09-30,608.14,3.83,12.05,0.0028469999999999997,8.41,0.00883
2016-10-01,613.41,3.83,11.7,0.002763,7.36,0.008205
2016-10-02,610.69,3.84,11.58,0.002867,8.3,0.008165
2016-10-03,611.6,3.83,11.65,0.00271,7.95,0.008089
2016-10-04,608.96,3.83,11.92,0.00259,7.65,0.007853
2016-10-05,611.82,3.84,11.9,0.0024850000000000002,6.76,0.007435
2016-10-06,610.97,3.82,11.91,0.002306,7.18,0.007382
2016-10-07,616.03,3.84,11.85,0.002374,6.89,0.007377
2016-10-08,617.65,3.82,11.77,0.002317,6.88,0.00731
2016-10-09,615.77,3.81,11.76,0.002376,7.48,0.007543000000000002
2016-10-10,617.29,3.77,11.6,0.002466,6.94,0.007978
2016-10-11,640.45,3.81,11.56,0.002679,7.28,0.008234
2016-10-12,635.99,3.8,11.47,0.002637,7.31,0.007949
2016-10-13,635.6,3.88,11.53,0.002539,6.91,0.007982
2016-10-14,637.92,3.87,11.5,0.002479,6.92,0.008767
2016-10-15,637.03,3.86,11.22,0.002439,6.56,0.008145999999999999
2016-10-16,640.12,3.86,10.91,0.002418,6.38,0.008078
2016-10-17,637.37,3.84,10.68,0.002291,6.28,0.008029999999999999
2016-10-18,635.34,3.82,10.22,0.002388,6.57,0.00835
2016-10-19,629.06,3.79,10.46,0.002339,6.62,0.008627
2016-10-20,628.34,3.77,10.76,0.00267,6.56,0.009092
2016-10-21,630.45,3.8,10.6,0.0024760000000000003,6.78,0.009029
2016-10-22,655.48,3.85,10.3,0.002407,6.52,0.008971999999999999
2016-10-23,653.03,3.88,9.86,0.002438,6.51,0.009454
2016-10-24,650.49,3.84,9.92,0.002471,6.42,0.009065
2016-10-25,651.0,3.85,9.36,0.002357,6.09,0.008891
2016-10-26,674.67,3.92,9.28,0.002338,6.17,0.008834999999999999
2016-10-27,682.3,3.98,9.5,0.002176,6.21,0.008481
2016-10-28,686.24,3.95,9.12,0.002095,5.73,0.008143000000000001
2016-10-29,714.95,4.05,8.47,0.001957,5.14,0.007731999999999998
2016-10-30,697.27,3.96,9.47,0.002127,5.57,0.008014
2016-10-31,698.67,3.96,9.03,0.002088,5.12,0.008196
2016-11-01,726.76,4.06,9.06,0.0019760000000000003,4.71,0.008102
2016-11-02,733.51,4.08,9.01,0.002023,4.51,0.008222
2016-11-03,684.87,3.83,8.84,0.001994,4.89,0.008020999999999999
2016-11-04,702.08,3.86,9.1,0.001999,4.85,0.008157
2016-11-05,702.11,3.86,9.16,0.0020210000000000002,5.02,0.00823
2016-11-06,709.91,3.87,9.23,0.001959,4.97,0.008193
2016-11-07,705.4,3.84,9.73,0.002013,5.74,0.008108
2016-11-08,710.9,3.82,9.63,0.001986,6.32,0.008206
2016-11-09,721.42,3.85,9.7,0.001968,6.19,0.008079000000000001
2016-11-10,714.57,3.8,9.57,0.001948,6.1,0.008136
2016-11-11,714.97,3.8,9.65,0.001913,6.78,0.008065000000000001
2016-11-12,704.27,3.75,9.58,0.0018989999999999999,7.44,0.008043999999999999
2016-11-13,701.97,3.85,9.43,0.0018960000000000001,7.1,0.008256999999999999
2016-11-14,704.56,3.86,9.6,0.0018800000000000002,7.71,0.008098000000000001
2016-11-15,711.1,3.87,9.5,0.001853,7.3,0.007881
2016-11-16,740.28,3.89,9.29,0.001772,6.58,0.007842
2016-11-17,737.53,3.88,9.11,0.00182,6.79,0.007726999999999999
2016-11-18,746.96,3.93,8.9,0.001807,6.72,0.007778
2016-11-19,747.89,3.92,8.48,0.001796,6.55,0.007798999999999999
2016-11-20,728.51,3.88,8.5,0.00176,6.58,0.0076510000000000015
2016-11-21,736.19,3.92,8.54,0.001755,6.8,0.007566
2016-11-22,749.34,3.91,8.67,0.0017350000000000002,7.69,0.0074340000000000005
2016-11-23,741.07,3.9,8.52,0.0017329999999999995,7.91,0.007061
2016-11-24,735.31,3.86,9.04,0.001691,7.81,0.00695
2016-11-25,740.39,3.88,9.01,0.0017219999999999998,7.54,0.006901999999999999
2016-11-26,734.14,3.85,8.98,0.0016489999999999999,7.62,0.007390000000000002
2016-11-27,729.42,3.86,9.01,0.0016649999999999998,7.93,0.0070739999999999996
2016-11-28,733.3,3.87,9.0,0.001655,7.89,0.0070079999999999995
2016-11-29,732.56,3.84,8.82,0.001667,7.6,0.00678
2016-11-30,742.49,3.87,8.96,0.001629,8.95,0.006723000000000001
2016-12-01,752.63,3.89,8.63,0.0016190000000000002,8.58,0.006702
2016-12-02,770.94,3.9,8.57,0.001529,8.23,0.006659999999999999
2016-12-03,764.24,3.89,8.72,0.001592,8.27,0.006587999999999999
2016-12-04,766.39,3.89,8.66,0.001532,7.8,0.006527
2016-12-05,754.34,3.49,8.55,0.001542,7.91,0.0064340000000000005
2016-12-06,758.21,3.5,8.6,0.002666,7.54,0.0066549999999999995
2016-12-07,765.56,3.63,8.63,0.0027670000000000004,7.89,0.006851
2016-12-08,768.49,3.67,8.67,0.002421,7.79,0.007097
2016-12-09,770.48,3.67,8.68,0.002545,7.95,0.007135
2016-12-10,774.0,3.67,8.84,0.0022329999999999997,7.78,0.006816
2016-12-11,767.91,3.63,9.34,0.002353,7.91,0.006744
2016-12-12,778.47,3.65,9.08,0.0022719999999999997,8.05,0.006778
2016-12-13,778.74,3.63,9.24,0.0021579999999999998,8.11,0.0067079999999999996
2016-12-14,776.5,3.61,9.25,0.00215,8.41,0.006705
2016-12-15,775.21,3.63,9.35,0.002802,8.42,0.006662
2016-12-16,782.05,3.62,9.75,0.003123,8.51,0.00671
2016-12-17,787.17,3.67,9.52,0.0027719999999999997,8.32,0.006541
2016-12-18,789.01,3.66,9.84,0.0029,8.61,0.006573999999999999
2016-12-19,789.79,3.64,10.14,0.002868,8.63,0.0065450000000000005
2016-12-20,799.1,3.64,10.17,0.002836,8.43,0.0065
2016-12-21,829.21,3.63,9.84,0.00281,8.28,0.006445
2016-12-22,860.15,3.67,9.7,0.002751,8.9,0.006363000000000001
2016-12-23,917.17,4.41,9.31,0.002646,9.55,0.006286
2016-12-24,891.07,4.38,9.68,0.002691,9.65,0.0063490000000000005
2016-12-25,891.07,4.22,9.85,0.002578,9.73,0.006444
2016-12-26,898.38,4.2,9.71,0.002657,10.27,0.006326
2016-12-27,925.78,4.3,9.53,0.002543,12.69,0.0061990000000000005
2016-12-28,972.17,4.42,9.86,0.002509,14.09,0.006173
2016-12-29,971.08,4.47,10.56,0.002559,13.13,0.006340999999999999
2016-12-30,959.04,4.35,10.92,0.0025440000000000003,12.97,0.006426
2016-12-31,963.38,4.32,11.13,0.0024690000000000003,13.78,0.006449
2017-01-01,995.44,4.42,11.06,0.0024809999999999997,13.97,0.006368
2017-01-02,1017.05,4.54,11.62,0.002477,16.05,0.006311
2017-01-03,1033.3,4.51,12.22,0.002554,16.09,0.006386
2017-01-04,1135.41,4.42,15.49,0.002735,18.53,0.00657
2017-01-05,989.35,4.16,13.63,0.002598,16.19,0.006201
2017-01-06,886.16,3.76,11.21,0.002494,14.03,0.006314999999999999
2017-01-07,888.87,3.82,11.72,0.002396,13.06,0.006365999999999999
2017-01-08,900.86,3.91,12.31,0.002355,13.47,0.006233
2017-01-09,899.78,4.25,12.12,0.0023469999999999997,13.74,0.006167
2017-01-10,904.37,4.47,12.16,0.002355,13.39,0.006698000000000001
2017-01-11,785.43,3.84,11.14,0.002089,11.64,0.006411
2017-01-12,810.11,3.94,12.17,0.002475,11.85,0.006423000000000001
2017-01-13,824.83,3.86,12.35,0.002398,11.27,0.006595999999999999
2017-01-14,819.63,3.89,12.25,0.002472,11.09,0.006862999999999999
2017-01-15,821.17,3.85,12.26,0.002441,10.76,0.006726
2017-01-16,827.34,3.82,12.8,0.00238,10.64,0.006788
2017-01-17,899.66,3.89,14.04,0.002545,12.39,0.0068
2017-01-18,872.03,3.8,13.79,0.0024809999999999997,12.05,0.0067090000000000006
2017-01-19,895.21,3.82,15.01,0.002349,12.15,0.007034
2017-01-20,892.91,3.84,14.9,0.002357,11.91,0.006675
2017-01-21,919.84,3.85,14.79,0.002301,12.03,0.006706
2017-01-22,918.84,3.81,14.98,0.002336,12.18,0.006712999999999999
2017-01-23,921.46,3.82,15.03,0.002332,12.25,0.006697
2017-01-24,893.75,3.75,14.03,0.002234,11.81,0.006540000000000001
2017-01-25,894.41,3.66,14.26,0.002157,11.83,0.006513
2017-01-26,915.56,3.81,14.75,0.0021969999999999997,11.98,0.006690000000000001
2017-01-27,918.01,3.85,15.13,0.002196,12.1,0.0064150000000000006
2017-01-28,918.51,3.84,15.09,0.0021920000000000004,12.85,0.006342
2017-01-29,914.55,3.82,15.27,0.002225,12.66,0.006402
2017-01-30,920.73,3.99,15.79,0.0024579999999999997,12.71,0.006381
2017-01-31,965.49,4.02,15.94,0.0023710000000000003,12.99,0.006314
2017-02-01,982.43,4.0,15.69,0.002357,13.27,0.006540000000000001
2017-02-02,1003.97,4.03,16.01,0.00242,13.14,0.006469
2017-02-03,1013.02,3.99,16.9,0.0023989999999999997,12.86,0.006474
2017-02-04,1031.85,3.96,16.88,0.002391,12.61,0.006492
2017-02-05,1016.11,3.97,16.51,0.002344,12.8,0.006442
2017-02-06,1024.67,3.93,16.5,0.002369,12.88,0.00645
2017-02-07,1049.56,3.93,16.82,0.0023190000000000003,12.65,0.0064069999999999995
2017-02-08,1055.49,3.93,16.89,0.002235,12.8,0.006437999999999999
2017-02-09,978.96,3.67,16.05,0.0021550000000000002,12.12,0.006374
2017-02-10,997.61,3.76,16.91,0.002141,11.98,0.006289
2017-02-11,1008.32,3.81,17.06,0.002111,12.24,0.006333
2017-02-12,996.52,3.73,16.81,0.00209,12.33,0.006268999999999999
2017-02-13,995.36,3.74,16.72,0.0020670000000000003,12.2,0.006251
2017-02-14,1008.34,3.8,18.04,0.00209,12.99,0.006278
2017-02-15,1008.19,3.81,19.39,0.002224,13.62,0.006147
2017-02-16,1031.93,3.84,19.27,0.002139,13.1,0.006027
2017-02-17,1049.41,3.83,19.75,0.002093,13.3,0.005935
2017-02-18,1052.28,3.78,21.07,0.0020210000000000002,13.36,0.005569
2017-02-19,1048.89,3.75,22.22,0.002014,12.99,0.005878
2017-02-20,1077.56,3.73,21.17,0.002052,12.22,0.005873
2017-02-21,1119.03,3.78,20.86,0.001997,12.34,0.005832
2017-02-22,1120.46,3.8,21.5,0.002008,12.77,0.00586
2017-02-23,1171.91,3.8,24.42,0.001927,12.87,0.005895
2017-02-24,1176.49,3.87,25.52,0.0018850000000000002,11.92,0.0057009999999999995
2017-02-25,1149.05,3.85,26.6,0.0018809999999999999,11.85,0.005665
2017-02-26,1171.58,3.82,27.64,0.001875,11.89,0.005671
2017-02-27,1188.83,3.83,27.92,0.0017739999999999995,11.96,0.005609
2017-02-28,1189.27,3.77,32.43,0.001843,12.28,0.005536
2017-03-01,1222.66,3.8,41.4,0.0017239999999999998,12.33,0.005408
2017-03-02,1255.47,3.96,42.13,0.0017870000000000004,13.11,0.005991
2017-03-03,1283.3,4.02,47.25,0.0017629999999999996,13.91,0.006339
2017-03-04,1264.32,3.98,43.02,0.0017530000000000002,13.67,0.006299
2017-03-05,1271.22,3.97,42.0,0.001738,15.18,0.006129
2017-03-06,1277.01,4.05,45.8,0.001876,15.41,0.006057
2017-03-07,1232.69,3.96,45.41,0.0020109999999999998,13.53,0.006534000000000001
2017-03-08,1146.97,3.8,41.33,0.001835,12.47,0.006509
2017-03-09,1191.33,3.89,50.39,0.00179,13.03,0.006498
2017-03-10,1112.39,3.78,49.67,0.0017329999999999995,13.21,0.006227
2017-03-11,1179.22,3.8,72.56,0.0017879999999999999,14.69,0.0062380000000000005
2017-03-12,1225.11,3.87,76.03,0.001847,16.79,0.006255
2017-03-13,1238.19,4.36,74.64,0.0019649999999999997,18.13,0.006385
2017-03-14,1243.14,4.17,87.69,0.001918,17.76,0.006381
2017-03-15,1253.43,4.26,96.0,0.001953,18.98,0.006314
2017-03-16,1172.88,4.33,89.49,0.00197,22.48,0.0063939999999999995
2017-03-17,1071.71,4.2,98.52,0.001957,22.35,0.006116
2017-03-18,971.38,4.05,108.74,0.001877,20.07,0.00671
2017-03-19,1022.6,3.98,108.59,0.001916,23.29,0.006912000000000001
2017-03-20,1047.51,4.12,101.87,0.001995,22.51,0.006975
2017-03-21,1121.29,4.09,98.08,0.002187,21.29,0.006909
2017-03-22,1044.72,3.98,103.45,0.001983,21.42,0.007301
2017-03-23,1035.03,4.02,102.43,0.002251,21.82,0.010582
2017-03-24,939.7,4.18,101.94,0.0021079999999999996,21.1,0.010518000000000001
2017-03-25,966.3,4.13,94.99,0.002016,20.14,0.009115999999999999
2017-03-26,969.44,4.1,94.13,0.002018,19.61,0.009545
2017-03-27,1045.14,4.1,84.99,0.0018920000000000002,19.66,0.009597
2017-03-28,1044.42,4.2,87.66,0.002043,19.81,0.009514
2017-03-29,1041.9,4.32,84.76,0.001973,21.14,0.010101
2017-03-30,1037.91,7.5,78.45,0.002302,20.88,0.013276
2017-03-31,1079.11,7.1,72.4,0.002356,20.54,0.020888999999999998
2017-04-01,1086.12,7.48,67.42,0.0026309999999999997,21.5,0.021892
2017-04-02,1097.4,8.22,56.0,0.004183,20.14,0.06115900000000001
2017-04-03,1147.56,8.57,62.45,0.003124,20.33,0.033023000000000004
2017-04-04,1141.77,8.97,68.64,0.003046,21.35,0.037455
2017-04-05,1129.87,12.39,74.04,0.0031309999999999997,19.62,0.035544
2017-04-06,1188.7,10.7,66.06,0.0028239999999999997,19.27,0.032665
2017-04-07,1190.49,9.89,66.14,0.0027670000000000004,19.39,0.03632
2017-04-08,1180.78,10.66,67.24,0.00292,20.83,0.035849
2017-04-09,1204.34,9.21,65.04,0.002745,20.68,0.03402
2017-04-10,1206.71,9.8,61.39,0.002788,21.83,0.033598
2017-04-11,1220.74,9.66,60.87,0.002782,21.36,0.032951999999999995
2017-04-12,1212.53,11.6,67.4,0.003036,21.76,0.034336
2017-04-13,1176.2,11.06,72.81,0.0030600000000000002,21.48,0.034383
2017-04-14,1177.33,11.67,71.8,0.003128,20.59,0.033779
2017-04-15,1176.99,11.67,74.71,0.003385,20.71,0.033955
2017-04-16,1176.8,11.73,75.19,0.003737,20.46,0.033462
2017-04-17,1194.01,11.26,75.44,0.0035549999999999996,20.56,0.033655000000000004
2017-04-18,1206.09,11.06,72.47,0.003706,21.06,0.033184
2017-04-19,1215.2,10.29,72.34,0.003574000000000001,20.39,0.030173000000000002
2017-04-20,1238.09,10.97,71.04,0.003368,20.24,0.029983999999999997
2017-04-21,1249.64,12.0,70.84,0.0034659999999999995,20.29,0.032779
2017-04-22,1240.89,14.05,70.96,0.0035060000000000004,20.12,0.03177
2017-04-23,1249.14,15.15,70.24,0.0035060000000000004,19.72,0.031278
2017-04-24,1248.18,14.87,71.63,0.0038399999999999997,19.56,0.031383999999999995
2017-04-25,1264.31,15.06,71.2,0.0038079999999999998,19.65,0.032346
2017-04-26,1286.63,14.89,71.31,0.0038350000000000003,19.37,0.032797
2017-04-27,1332.91,14.66,77.71,0.0039700000000000004,21.21,0.034816
2017-04-28,1329.62,14.25,78.55,0.0045509999999999995,22.35,0.044475
2017-04-29,1336.28,15.75,93.07,0.004971,22.76,0.052868
2017-04-30,1351.91,15.63,89.36,0.00484,23.72,0.05160700000000002
2017-05-01,1415.81,15.74,84.77,0.005138,22.77,0.055115
2017-05-02,1445.93,15.57,83.73,0.004834000000000001,23.04,0.053908000000000005
2017-05-03,1485.55,20.53,85.59,0.005197,25.2,0.060489999999999995
2017-05-04,1516.76,22.95,86.45,0.006628,25.99,0.078914
2017-05-05,1507.77,25.2,92.55,0.010877,28.45,0.093551
2017-05-06,1545.29,27.46,94.38,0.021343,28.98,0.10179099999999999
2017-05-07,1554.45,29.5,100.93,0.043983999999999995,32.78,0.141763
2017-05-08,1664.47,28.1,95.87,0.03988,30.47,0.198212
2017-05-09,1697.5,31.77,86.73,0.027647,28.66,0.160074
2017-05-10,1752.31,31.28,87.65,0.031376,29.84,0.186066
2017-05-11,1819.29,29.88,88.63,0.036203,29.51,0.183135
2017-05-12,1686.39,26.76,85.23,0.040706,28.68,0.20606799999999997
2017-05-13,1763.74,28.14,86.99,0.037586,28.47,0.214878
2017-05-14,1772.55,28.07,87.28,0.038648,28.53,0.220223
2017-05-15,1708.92,24.5,88.75,0.043552,27.79,0.27071999999999996
2017-05-16,1729.34,22.83,83.32,0.049368,26.26,0.34986100000000003
2017-05-17,1801.3,25.06,81.85,0.048568,26.93,0.39413200000000004
2017-05-18,1880.99,27.88,87.19,0.04627,30.33,0.364869
2017-05-19,1962.0,27.27,96.14,0.049576,31.87,0.327801
2017-05-20,2040.18,27.42,97.39,0.053888,35.1,0.351634
2017-05-21,2044.19,26.02,99.85,0.060842999999999994,34.64,0.336201
2017-05-22,2124.41,24.79,119.34,0.051003,36.17,0.317954
2017-05-23,2272.58,31.36,131.8,0.0555,55.62,0.323368
2017-05-24,2445.28,34.8,142.5,0.051364,45.38,0.29589
2017-05-25,2307.22,28.32,115.71,0.040021,40.12,0.246065
2017-05-26,2244.89,24.45,108.95,0.041065,38.71,0.271808
2017-05-27,2052.43,22.83,96.58,0.033024,33.41,0.212549
2017-05-28,2189.02,23.89,104.97,0.035364,36.84,0.229554
2017-05-29,2278.21,25.33,114.1,0.037044,41.21,0.23206999999999997
2017-05-30,2192.55,23.89,119.19,0.031009,39.79,0.20532399999999998
2017-05-31,2303.34,25.91,132.69,0.034273000000000005,41.83,0.24659
2017-06-01,2412.65,27.55,133.53,0.043069,43.7,0.33365700000000004
2017-06-02,2492.6,28.27,142.91,0.040226,44.0,0.303448
2017-06-03,2545.43,27.27,140.9,0.039294,42.37,0.29458
2017-06-04,2524.06,27.89,141.66,0.039989,42.9,0.299413
2017-06-05,2704.96,30.78,143.89,0.041507,48.26,0.294003
2017-06-06,2870.5,30.07,140.87,0.045406999999999996,55.57,0.284548
2017-06-07,2691.51,28.47,138.41,0.047098,52.54,0.279783
2017-06-08,2798.78,29.9,141.22,0.05042,56.19,0.28967800000000005
2017-06-09,2811.43,29.54,144.86,0.047356,55.62,0.286019
2017-06-10,2900.25,30.06,148.47,0.042866,52.28,0.260874
2017-06-11,2973.45,33.63,181.73,0.045915,58.7,0.27275900000000003
2017-06-12,2656.77,28.98,167.8,0.039988,50.04,0.25396399999999997
2017-06-13,2712.99,30.38,180.21,0.04186,51.8,0.26615300000000003
2017-06-14,2467.27,29.19,163.26,0.039827999999999995,46.3,0.278447
2017-06-15,2442.46,29.29,161.08,0.037439,46.02,0.259266
2017-06-16,2508.58,34.12,162.18,0.037536,48.11,0.26206799999999997
2017-06-17,2655.1,45.8,175.27,0.039251,50.46,0.268351
2017-06-18,2539.56,43.8,187.06,0.038332,49.6,0.2846
2017-06-19,2616.82,47.37,194.5,0.040251999999999996,49.09,0.296068
2017-06-20,2754.38,45.68,188.17,0.039366000000000005,48.08,0.324427
2017-06-21,2677.62,44.5,178.96,0.038124,46.59,0.29636599999999996
2017-06-22,2722.84,46.16,180.85,0.03872,47.28,0.297848
2017-06-23,2710.37,46.0,184.69,0.041397,51.41,0.31997800000000004
2017-06-24,2590.05,42.7,177.99,0.03821,48.03,0.31111
2017-06-25,2541.62,41.28,169.59,0.033373,45.89,0.298423
2017-06-26,2446.05,38.53,160.72,0.030218000000000002,43.49,0.27728800000000003
2017-06-27,2583.75,40.24,172.98,0.029113,43.57,0.276306
2017-06-28,2577.74,41.89,179.62,0.031998,47.32,0.280455
2017-06-29,2558.37,40.13,172.13,0.029039,45.02,0.265421
2017-06-30,2480.61,39.48,173.7,0.026987999999999998,43.73,0.26293
2017-07-01,2424.61,38.08,162.01,0.024465999999999998,40.96,0.254744
2017-07-02,2536.46,41.26,169.78,0.025706,42.79,0.259449
2017-07-03,2572.47,45.34,178.55,0.026266,43.63,0.259959
2017-07-04,2617.32,54.51,181.4,0.02575,45.47,0.254709
2017-07-05,2627.86,52.92,204.92,0.025441,45.72,0.256523
2017-07-06,2614.24,51.04,207.71,0.025418,50.12,0.254641
2017-07-07,2513.88,46.1,190.59,0.020415,44.25,0.23948000000000005
2017-07-08,2564.86,51.22,208.1,0.021597,46.1,0.236134
2017-07-09,2511.43,48.63,195.49,0.019499000000000002,44.85,0.23341599999999998
2017-07-10,2344.02,45.0,174.07,0.015137000000000001,40.01,0.203165
2017-07-11,2324.29,43.98,162.62,0.014518000000000001,37.14,0.18501900000000002
2017-07-12,2403.09,47.14,177.73,0.017907,40.39,0.205354
2017-07-13,2362.44,45.69,167.74,0.017351,38.23,0.200809
2017-07-14,2234.17,42.46,159.51,0.016321000000000002,35.48,0.190769
2017-07-15,1975.08,38.41,141.88,0.017618,32.09,0.17058900000000002
2017-07-16,1914.09,40.7,131.35,0.015653999999999998,29.43,0.148056
2017-07-17,2233.39,42.17,149.99,0.018614,34.83,0.17788900000000002
2017-07-18,2320.23,43.35,154.61,0.018666,36.38,0.188718
2017-07-19,2282.58,40.11,153.52,0.017256,35.06,0.168388
2017-07-20,2866.02,44.35,182.7,0.018859,40.3,0.18829500000000002
2017-07-21,2675.08,45.2,182.04,0.019201,40.34,0.182608
2017-07-22,2836.53,46.47,190.17,0.022877,44.71,0.19332
2017-07-23,2756.61,44.67,188.71,0.021769,42.67,0.19505799999999998
2017-07-24,2763.42,44.77,201.48,0.022605,45.58,0.192002
2017-07-25,2582.58,42.3,193.45,0.018550999999999998,40.68,0.17810399999999998
2017-07-26,2559.21,42.03,192.22,0.018878,45.8,0.173822
2017-07-27,2691.88,41.89,193.71,0.018322,45.24,0.173457
2017-07-28,2806.75,40.43,184.58,0.016961,43.96,0.165937
2017-07-29,2733.5,41.07,185.5,0.017447,43.89,0.169871
2017-07-30,2766.49,40.61,171.41,0.015984,39.62,0.165082
2017-07-31,2883.27,42.38,175.72,0.016094999999999998,39.84,0.16738599999999998
2017-08-01,2746.99,43.16,184.04,0.017933,44.15,0.177053
2017-08-02,2720.53,41.92,181.6,0.018413,43.63,0.17311300000000002
2017-08-03,2809.99,42.75,187.64,0.01886,43.36,0.174612
2017-08-04,2878.49,43.31,187.09,0.022241,45.12,0.173743
2017-08-05,3262.8,46.24,192.0,0.023984000000000002,48.58,0.18473699999999998
2017-08-06,3232.03,45.56,188.77,0.022701,47.83,0.180444
2017-08-07,3401.91,46.11,196.64,0.022195,50.21,0.179021
2017-08-08,3429.38,49.13,203.31,0.023737,51.94,0.19258599999999998
2017-08-09,3348.79,47.78,198.94,0.022996,50.96,0.182947
2017-08-10,3425.67,46.97,201.01,0.022007,49.47,0.180399
2017-08-11,3654.37,47.11,205.66,0.021480000000000003,50.65,0.179307
2017-08-12,3871.62,46.27,204.29,0.020218,49.37,0.173853
2017-08-13,4062.6,45.49,196.9,0.01825,47.76,0.16809200000000002
2017-08-14,4327.94,45.7,198.74,0.017622,49.75,0.169991
2017-08-15,4161.66,43.17,202.64,0.017433,48.74,0.161221
2017-08-16,4387.4,43.97,231.08,0.017702000000000002,48.78,0.160431
2017-08-17,4278.92,43.83,234.74,0.017327000000000002,47.45,0.157498
2017-08-18,4105.37,46.74,222.63,0.016842,46.69,0.158883
2017-08-19,4150.45,45.19,286.58,0.016513,55.96,0.155057
2017-08-20,4066.6,45.81,291.51,0.017631,54.71,0.158735
2017-08-21,4005.1,48.09,281.22,0.019753,77.82,0.191918
2017-08-22,4089.7,46.4,291.76,0.021624,91.16,0.23928600000000005
2017-08-23,4141.09,53.44,292.46,0.020222,90.33,0.246827
2017-08-24,4318.35,50.36,313.34,0.019024,86.29,0.21895799999999999
2017-08-25,4364.41,51.09,314.96,0.020497,108.26,0.21782800000000002
2017-08-26,4352.3,51.58,396.74,0.021208,138.05,0.212577
2017-08-27,4345.75,61.08,362.9,0.019785,130.68,0.202995
2017-08-28,4390.31,62.36,356.56,0.020525,145.4,0.22450799999999999
2017-08-29,4597.31,63.76,360.1,0.020104,133.04,0.21856399999999998
2017-08-30,4583.02,65.97,371.61,0.021224,132.38,0.228006
2017-08-31,4735.11,73.03,380.77,0.022405,140.41,0.25563
2017-09-01,4921.85,87.88,395.46,0.023954,141.2,0.248479
2017-09-02,4573.8,79.18,348.09,0.020837,124.8,0.226669
2017-09-03,4612.92,79.04,356.27,0.021296000000000002,126.01,0.22881100000000001
2017-09-04,4267.45,68.89,313.65,0.017625,106.17,0.20496799999999998
2017-09-05,4409.08,73.73,326.74,0.018567,118.82,0.215189
2017-09-06,4618.71,81.44,349.76,0.020346,121.63,0.22618600000000005
2017-09-07,4635.6,80.25,346.98,0.020096,120.84,0.22364
2017-09-08,4326.45,73.19,330.89,0.017447,118.04,0.21151799999999998
2017-09-09,4335.13,71.09,324.84,0.017095,116.27,0.209995
2017-09-10,4245.89,67.08,324.26,0.016269,112.33,0.213031
2017-09-11,4217.9,68.13,317.75,0.016993,112.75,0.214441
2017-09-12,4158.92,65.89,326.59,0.016324,111.89,0.20930300000000002
2017-09-13,3870.29,61.78,298.96,0.015328,111.33,0.20077799999999998
2017-09-14,3243.08,45.2,240.08,0.011038,83.04,0.164167
2017-09-15,3713.76,52.0,285.56,0.012097,99.85,0.181358
2017-09-16,3698.92,52.1,300.27,0.011699,95.29,0.179082
